ID,FECHA_HORA,MAGNITUD
102,"2017-05-17 15:25:03.508678",0.17
103,"2017-05-17 15:25:04.815554",0.16
104,"2017-05-17 15:25:06.120287",0.18
105,"2017-05-17 15:25:07.427524",0.17
106,"2017-05-17 15:25:08.734934",0.18
107,"2017-05-17 15:25:10.041216",0.17
108,"2017-05-17 15:25:11.345179",0.17
109,"2017-05-17 15:25:12.651731",0.17
110,"2017-05-17 15:25:13.960546",0.18
111,"2017-05-17 15:25:15.267211",0.16
112,"2017-05-17 15:25:16.573722",0.14
113,"2017-05-17 15:25:17.883409",0.18
114,"2017-05-17 15:25:19.190265",0.16
115,"2017-05-17 15:25:20.497335",0.17
116,"2017-05-17 15:25:21.804699",0.16
117,"2017-05-17 15:25:23.109887",0.17
118,"2017-05-17 15:25:24.417389",0.13
119,"2017-05-17 15:25:25.724804",0.12
120,"2017-05-17 15:25:27.030399",0.16
121,"2017-05-17 15:25:28.335824",0.16
122,"2017-05-17 15:25:29.642515",0.15
123,"2017-05-17 15:25:30.947865",0.18
124,"2017-05-17 15:25:32.254361",0.16
125,"2017-05-17 15:25:33.563959",0.16
126,"2017-05-17 15:25:34.872382",0.18
127,"2017-05-17 15:25:36.178391",0.18
128,"2017-05-17 15:25:37.480196",0.17
129,"2017-05-17 15:25:38.782981",0.16
130,"2017-05-17 15:25:40.085946",0.17
131,"2017-05-17 15:25:41.393012",0.13
132,"2017-05-17 15:25:42.701042",0.18
133,"2017-05-17 15:25:44.006668",0.18
134,"2017-05-17 15:25:45.309349",0.16
135,"2017-05-17 15:25:46.611444",0.16
136,"2017-05-17 15:25:47.918473",0.18
137,"2017-05-17 15:25:49.225163",0.12
138,"2017-05-17 15:25:50.530749",0.16
139,"2017-05-17 15:25:51.834999",0.18
140,"2017-05-17 15:25:53.141439",0.13
141,"2017-05-17 15:25:54.447504",0.13
142,"2017-05-17 15:25:55.759502",0.17
143,"2017-05-17 15:25:57.067389",0.16
144,"2017-05-17 15:25:58.375918",0.16
145,"2017-05-17 15:25:59.681046",0.13
146,"2017-05-17 15:26:00.986614",0.16
147,"2017-05-17 15:26:02.290231",0.16
148,"2017-05-17 15:26:03.594224",0.17
149,"2017-05-17 15:26:04.901174",0.16
150,"2017-05-17 15:26:06.205727",0.13
151,"2017-05-17 15:26:07.509948",0.17
152,"2017-05-17 15:26:08.818438",0.16
153,"2017-05-17 15:26:10.127589",0.16
154,"2017-05-17 15:26:11.432860",0.17
155,"2017-05-17 15:26:12.742534",0.16
156,"2017-05-17 15:26:14.047903",0.16
157,"2017-05-17 15:26:15.349839",0.18
158,"2017-05-17 15:26:16.655838",0.16
159,"2017-05-17 15:26:17.962767",0.13
160,"2017-05-17 15:26:19.270650",0.18
161,"2017-05-17 15:26:20.581228",0.17
162,"2017-05-17 15:26:21.890270",0.16
163,"2017-05-17 15:26:23.192444",0.18
164,"2017-05-17 15:26:24.497580",0.12
165,"2017-05-17 15:26:25.807885",0.16
166,"2017-05-17 15:26:27.116331",0.18
167,"2017-05-17 15:26:28.423019",0.17
168,"2017-05-17 15:26:29.729795",0.12
169,"2017-05-17 15:26:31.032448",0.18
170,"2017-05-17 15:26:32.341124",0.17
171,"2017-05-17 15:26:33.644315",0.16
172,"2017-05-17 15:26:34.946975",0.16
173,"2017-05-17 15:26:36.249502",0.17
174,"2017-05-17 15:26:37.553099",0.17
175,"2017-05-17 15:26:38.862766",0.16
176,"2017-05-17 15:26:40.172292",0.16
177,"2017-05-17 15:26:41.477639",0.16
178,"2017-05-17 15:26:42.785130",0.18
179,"2017-05-17 15:26:44.089418",0.17
180,"2017-05-17 15:26:45.394526",0.16
181,"2017-05-17 15:26:46.698776",0.16
182,"2017-05-17 15:26:48.003327",0.16
183,"2017-05-17 15:26:49.308365",0.12
184,"2017-05-17 15:26:50.610813",0.18
185,"2017-05-17 15:26:51.919641",0.16
186,"2017-05-17 15:26:53.223343",0.16
187,"2017-05-17 15:26:54.528223",0.16
188,"2017-05-17 15:26:55.837182",0.18
189,"2017-05-17 15:26:57.147588",0.16
190,"2017-05-17 15:26:58.455565",0.17
191,"2017-05-17 15:26:59.766054",0.16
192,"2017-05-17 15:27:01.076066",0.15
193,"2017-05-17 15:27:02.384310",0.18
194,"2017-05-17 15:27:03.689803",0.12
195,"2017-05-17 15:27:04.994261",0.16
196,"2017-05-17 15:27:06.302284",0.16
197,"2017-05-17 15:27:07.610173",0.18
198,"2017-05-17 15:27:08.916672",0.12
199,"2017-05-17 15:27:10.221769",0.16
200,"2017-05-17 15:27:11.527262",0.16
201,"2017-05-17 15:27:12.831688",0.18
202,"2017-05-17 15:27:14.139989",0.12
203,"2017-05-17 15:27:15.448353",0.17
204,"2017-05-17 15:27:16.756865",0.16
205,"2017-05-17 15:27:18.063275",0.16
206,"2017-05-17 15:27:19.366448",0.18
207,"2017-05-17 15:27:20.670710",0.16
208,"2017-05-17 15:27:21.975029",0.13
209,"2017-05-17 15:27:23.283885",0.17
210,"2017-05-17 15:27:24.586893",0.16
211,"2017-05-17 15:27:25.892471",0.17
212,"2017-05-17 15:27:27.197344",0.17
213,"2017-05-17 15:27:28.507745",0.16
214,"2017-05-17 15:27:29.814796",0.19
215,"2017-05-17 15:27:31.121826",0.18
216,"2017-05-17 15:27:32.426422",0.16
217,"2017-05-17 15:27:33.736008",0.13
218,"2017-05-17 15:27:35.043572",0.13
219,"2017-05-17 15:27:36.348317",0.12
220,"2017-05-17 15:27:37.656099",0.17
221,"2017-05-17 15:27:38.964175",0.16
222,"2017-05-17 15:27:40.270297",0.17
223,"2017-05-17 15:27:41.575843",0.18
224,"2017-05-17 15:27:42.882055",0.17
225,"2017-05-17 15:27:44.189456",0.17
226,"2017-05-17 15:27:45.499614",0.16
227,"2017-05-17 15:27:46.809163",0.18
228,"2017-05-17 15:27:48.116471",0.16
229,"2017-05-17 15:27:49.423838",0.16
230,"2017-05-17 15:27:50.728120",0.18
231,"2017-05-17 15:27:52.030280",0.16
232,"2017-05-17 15:27:53.336409",0.16
233,"2017-05-17 15:27:54.645834",0.17
234,"2017-05-17 15:27:55.951665",0.13
235,"2017-05-17 15:27:57.256522",0.16
236,"2017-05-17 15:27:58.571577",0.16
237,"2017-05-17 15:27:59.881654",0.18
238,"2017-05-17 15:28:01.187491",0.18
239,"2017-05-17 15:28:02.493205",0.12
240,"2017-05-17 15:28:03.800374",0.18
241,"2017-05-17 15:28:05.108932",0.16
242,"2017-05-17 15:28:06.411249",0.16
243,"2017-05-17 15:28:07.718483",0.17
244,"2017-05-17 15:28:09.025217",0.17
245,"2017-05-17 15:28:10.331727",0.12
246,"2017-05-17 15:28:11.639275",0.13
247,"2017-05-17 15:28:12.947323",0.13
248,"2017-05-17 15:28:14.251723",0.13
249,"2017-05-17 15:28:15.558307",0.15
250,"2017-05-17 15:28:16.864176",0.18
251,"2017-05-17 15:28:18.170412",0.16
252,"2017-05-17 15:28:19.477521",0.18
253,"2017-05-17 15:28:20.785231",0.16
254,"2017-05-17 15:28:22.095607",0.18
255,"2017-05-17 15:28:23.401638",0.16
256,"2017-05-17 15:28:24.707988",0.12
257,"2017-05-17 15:28:26.017965",0.18
258,"2017-05-17 15:28:27.322825",0.16
259,"2017-05-17 15:28:28.629411",0.17
260,"2017-05-17 15:28:29.936149",0.16
261,"2017-05-17 15:28:31.242920",0.16
262,"2017-05-17 15:28:32.551944",0.14
263,"2017-05-17 15:28:33.860243",0.15
264,"2017-05-17 15:28:35.167151",0.14
265,"2017-05-17 15:28:36.474393",0.16
266,"2017-05-17 15:28:37.777953",0.16
267,"2017-05-17 15:28:39.082575",0.17
268,"2017-05-17 15:28:40.389697",0.17
269,"2017-05-17 15:28:41.696648",0.16
270,"2017-05-17 15:28:43.002571",0.16
271,"2017-05-17 15:28:44.305723",0.17
272,"2017-05-17 15:28:45.616544",0.16
273,"2017-05-17 15:28:46.924145",0.16
274,"2017-05-17 15:28:48.228729",0.18
275,"2017-05-17 15:28:49.536675",0.16
276,"2017-05-17 15:28:50.841680",0.17
277,"2017-05-17 15:28:52.150099",0.16
278,"2017-05-17 15:28:53.456641",0.17
279,"2017-05-17 15:28:54.763130",0.16
280,"2017-05-17 15:28:56.067680",0.17
281,"2017-05-17 15:28:57.372502",0.16
282,"2017-05-17 15:28:58.678247",0.16
283,"2017-05-17 15:28:59.991383",0.18
284,"2017-05-17 15:29:01.300985",0.16
285,"2017-05-17 15:29:02.606972",0.17
286,"2017-05-17 15:29:03.913985",0.12
287,"2017-05-17 15:29:05.222330",0.12
288,"2017-05-17 15:29:06.527527",0.17
289,"2017-05-17 15:29:07.834444",0.15
290,"2017-05-17 15:29:09.141133",0.17
291,"2017-05-17 15:29:10.449431",0.16
292,"2017-05-17 15:29:11.751511",0.16
293,"2017-05-17 15:29:13.057148",0.13
294,"2017-05-17 15:29:14.363634",0.13
295,"2017-05-17 15:29:15.670092",0.17
296,"2017-05-17 15:29:16.977232",0.17
297,"2017-05-17 15:29:18.285259",0.18
298,"2017-05-17 15:29:19.594870",0.15
299,"2017-05-17 15:29:20.901674",0.18
300,"2017-05-17 15:29:22.208027",0.15
301,"2017-05-17 15:29:23.512369",0.18
302,"2017-05-17 15:29:24.815748",0.17
303,"2017-05-17 15:29:26.125434",0.16
304,"2017-05-17 15:29:27.430966",0.17
305,"2017-05-17 15:29:28.735496",0.18
306,"2017-05-17 15:29:30.041816",0.16
307,"2017-05-17 15:29:31.346995",0.16
308,"2017-05-17 15:29:32.653443",0.17
309,"2017-05-17 15:29:33.964152",0.15
310,"2017-05-17 15:29:35.268130",0.13
311,"2017-05-17 15:29:36.573630",0.16
312,"2017-05-17 15:29:37.882686",0.16
313,"2017-05-17 15:29:39.190999",0.17
314,"2017-05-17 15:29:40.497724",0.17
315,"2017-05-17 15:29:41.803863",0.16
316,"2017-05-17 15:29:43.111094",0.17
317,"2017-05-17 15:29:44.417733",0.15
318,"2017-05-17 15:29:45.727686",0.18
319,"2017-05-17 15:29:47.033843",0.15
320,"2017-05-17 15:29:48.340993",0.13
321,"2017-05-17 15:29:49.647563",0.16
322,"2017-05-17 15:29:50.957731",0.16
323,"2017-05-17 15:29:52.266156",0.17
324,"2017-05-17 15:29:53.570037",0.17
325,"2017-05-17 15:29:54.876922",0.16
326,"2017-05-17 15:29:56.183555",0.16
327,"2017-05-17 15:29:57.488880",0.12
328,"2017-05-17 15:29:58.794902",0.17
329,"2017-05-17 15:30:00.097560",0.16
330,"2017-05-17 15:30:01.411255",0.16
331,"2017-05-17 15:30:02.717515",0.18
332,"2017-05-17 15:30:04.020396",0.16
333,"2017-05-17 15:30:05.329019",0.13
334,"2017-05-17 15:30:06.635023",0.15
335,"2017-05-17 15:30:07.939435",0.17
336,"2017-05-17 15:30:09.246601",0.15
337,"2017-05-17 15:30:10.551735",0.17
338,"2017-05-17 15:30:11.858302",0.15
339,"2017-05-17 15:30:13.165099",0.12
340,"2017-05-17 15:30:14.468048",0.13
341,"2017-05-17 15:30:15.777740",0.17
342,"2017-05-17 15:30:17.083212",0.17
343,"2017-05-17 15:30:18.391883",0.16
344,"2017-05-17 15:30:19.698289",0.18
345,"2017-05-17 15:30:21.003026",0.16
346,"2017-05-17 15:30:22.310826",0.18
347,"2017-05-17 15:30:23.619893",0.12
348,"2017-05-17 15:30:24.925558",0.12
349,"2017-05-17 15:30:26.232311",0.18
350,"2017-05-17 15:30:27.540033",0.16
351,"2017-05-17 15:30:28.844790",0.18
352,"2017-05-17 15:30:30.149522",0.15
353,"2017-05-17 15:30:31.457520",0.17
354,"2017-05-17 15:30:32.761234",0.16
355,"2017-05-17 15:30:34.066184",0.16
356,"2017-05-17 15:30:35.371037",0.18
357,"2017-05-17 15:30:36.677327",0.16
358,"2017-05-17 15:30:37.983941",0.13
359,"2017-05-17 15:30:39.286209",0.12
360,"2017-05-17 15:30:40.593592",0.16
361,"2017-05-17 15:30:41.903553",0.16
362,"2017-05-17 15:30:43.210911",0.16
363,"2017-05-17 15:30:44.513365",0.17
364,"2017-05-17 15:30:45.820854",0.16
365,"2017-05-17 15:30:47.127082",0.17
366,"2017-05-17 15:30:48.436166",0.16
367,"2017-05-17 15:30:49.744353",0.17
368,"2017-05-17 15:30:51.050984",0.17
369,"2017-05-17 15:30:52.353626",0.16
370,"2017-05-17 15:30:53.658949",0.18
371,"2017-05-17 15:30:54.963035",0.16
372,"2017-05-17 15:30:56.268675",0.16
373,"2017-05-17 15:30:57.571812",0.16
374,"2017-05-17 15:30:58.879158",0.13
375,"2017-05-17 15:31:00.185558",0.16
376,"2017-05-17 15:31:01.491641",0.16
377,"2017-05-17 15:31:02.804474",0.17
378,"2017-05-17 15:31:04.111156",0.17
379,"2017-05-17 15:31:05.416567",0.16
380,"2017-05-17 15:31:06.723251",0.16
381,"2017-05-17 15:31:08.028955",0.15
382,"2017-05-17 15:31:09.332737",0.17
383,"2017-05-17 15:31:10.638585",0.12
384,"2017-05-17 15:31:11.941723",0.17
385,"2017-05-17 15:31:13.246998",0.16
386,"2017-05-17 15:31:14.552890",0.16
387,"2017-05-17 15:31:15.857759",0.16
388,"2017-05-17 15:31:17.163500",0.18
389,"2017-05-17 15:31:18.472360",0.16
390,"2017-05-17 15:31:19.778244",0.17
391,"2017-05-17 15:31:21.080511",0.17
392,"2017-05-17 15:31:22.390008",0.16
393,"2017-05-17 15:31:23.693791",0.16
394,"2017-05-17 15:31:24.998897",0.13
395,"2017-05-17 15:31:26.303159",0.16
396,"2017-05-17 15:31:27.608097",0.12
397,"2017-05-17 15:31:28.917915",0.18
398,"2017-05-17 15:31:30.225289",0.16
399,"2017-05-17 15:31:31.529951",0.18
400,"2017-05-17 15:31:32.840563",0.16
401,"2017-05-17 15:31:34.146367",0.18
402,"2017-05-17 15:31:35.452987",0.15
403,"2017-05-17 15:31:36.758397",0.18
404,"2017-05-17 15:31:38.064062",0.12
405,"2017-05-17 15:31:39.370132",0.17
406,"2017-05-17 15:31:40.676889",0.16
407,"2017-05-17 15:31:41.983736",0.18
408,"2017-05-17 15:31:43.290038",0.16
409,"2017-05-17 15:31:44.599152",0.17
410,"2017-05-17 15:31:45.907116",0.15
411,"2017-05-17 15:31:47.210226",0.13
412,"2017-05-17 15:31:48.515567",0.12
413,"2017-05-17 15:31:49.824969",0.12
414,"2017-05-17 15:31:51.131478",0.16
415,"2017-05-17 15:31:52.439819",0.17
416,"2017-05-17 15:31:53.747728",0.15
417,"2017-05-17 15:31:55.051601",0.17
418,"2017-05-17 15:31:56.356946",0.13
419,"2017-05-17 15:31:57.666143",0.16
420,"2017-05-17 15:31:58.974487",0.16
421,"2017-05-17 15:32:00.280416",0.17
422,"2017-05-17 15:32:01.586330",0.17
423,"2017-05-17 15:32:02.895812",0.15
424,"2017-05-17 15:32:04.201581",0.16
425,"2017-05-17 15:32:05.507979",0.16
426,"2017-05-17 15:32:06.816505",0.17
427,"2017-05-17 15:32:08.121385",0.16
428,"2017-05-17 15:32:09.428239",0.17
429,"2017-05-17 15:32:10.734696",0.16
430,"2017-05-17 15:32:12.040569",0.18
431,"2017-05-17 15:32:13.348451",0.16
432,"2017-05-17 15:32:14.656053",0.18
433,"2017-05-17 15:32:15.965764",0.15
434,"2017-05-17 15:32:17.267996",0.14
435,"2017-05-17 15:32:18.571270",0.16
436,"2017-05-17 15:32:19.877759",0.13
437,"2017-05-17 15:32:21.184307",0.12
438,"2017-05-17 15:32:22.491100",0.17
439,"2017-05-17 15:32:23.796045",0.16
440,"2017-05-17 15:32:25.108144",0.15
441,"2017-05-17 15:32:26.415060",0.18
442,"2017-05-17 15:32:27.718118",0.15
443,"2017-05-17 15:32:29.023747",0.17
444,"2017-05-17 15:32:30.331075",0.13
445,"2017-05-17 15:32:31.637688",0.16
446,"2017-05-17 15:32:32.940749",0.17
447,"2017-05-17 15:32:34.250352",0.15
448,"2017-05-17 15:32:35.560598",0.18
449,"2017-05-17 15:32:36.866468",0.16
450,"2017-05-17 15:32:38.171492",0.17
451,"2017-05-17 15:32:39.477133",0.16
452,"2017-05-17 15:32:40.782079",0.13
453,"2017-05-17 15:32:42.087393",0.11
454,"2017-05-17 15:32:43.391278",0.17
455,"2017-05-17 15:32:44.696884",0.16
456,"2017-05-17 15:32:46.004169",0.17
457,"2017-05-17 15:32:47.310089",0.16
458,"2017-05-17 15:32:48.616616",0.17
459,"2017-05-17 15:32:49.926197",0.16
460,"2017-05-17 15:32:51.235591",0.17
461,"2017-05-17 15:32:52.545001",0.12
462,"2017-05-17 15:32:53.858369",0.17
463,"2017-05-17 15:32:55.168359",0.16
464,"2017-05-17 15:32:56.485338",0.13
465,"2017-05-17 15:32:57.792873",0.17
466,"2017-05-17 15:32:59.103116",0.13
467,"2017-05-17 15:33:00.418038",0.17
468,"2017-05-17 15:33:01.728861",0.15
469,"2017-05-17 15:33:03.039256",0.13
470,"2017-05-17 15:33:04.354338",0.12
471,"2017-05-17 15:33:05.675728",0.18
472,"2017-05-17 15:33:06.992093",0.16
473,"2017-05-17 15:33:08.303643",0.16
474,"2017-05-17 15:33:09.613975",0.17
475,"2017-05-17 15:33:10.920681",0.17
476,"2017-05-17 15:33:12.230826",0.17
477,"2017-05-17 15:33:13.546612",0.18
478,"2017-05-17 15:33:14.856603",0.14
479,"2017-05-17 15:33:16.169705",0.13
480,"2017-05-17 15:33:17.478734",0.18
481,"2017-05-17 15:33:18.793530",0.17
482,"2017-05-17 15:33:20.108753",0.18
483,"2017-05-17 15:33:21.423093",0.13
484,"2017-05-17 15:33:22.739690",0.18
485,"2017-05-17 15:33:24.055873",0.16
486,"2017-05-17 15:33:25.375487",0.12
487,"2017-05-17 15:33:26.693622",0.16
488,"2017-05-17 15:33:28.003154",0.16
489,"2017-05-17 15:33:29.310046",0.15
490,"2017-05-17 15:33:30.612596",0.17
491,"2017-05-17 15:33:31.923437",0.12
492,"2017-05-17 15:33:33.233818",0.13
493,"2017-05-17 15:33:34.539618",0.13
494,"2017-05-17 15:33:35.857763",0.17
495,"2017-05-17 15:33:37.163438",0.18
496,"2017-05-17 15:33:38.474186",0.13
497,"2017-05-17 15:33:39.789529",0.16
498,"2017-05-17 15:33:41.096758",0.18
499,"2017-05-17 15:33:42.408380",0.16
500,"2017-05-17 15:33:43.719441",0.16
501,"2017-05-17 15:33:45.024720",0.17
502,"2017-05-17 15:33:46.332674",0.13
503,"2017-05-17 15:33:47.639610",0.17
504,"2017-05-17 15:33:48.948822",0.16
505,"2017-05-17 15:33:50.267204",0.16
506,"2017-05-17 15:33:51.582457",0.13
507,"2017-05-17 15:33:52.889046",0.14
508,"2017-05-17 15:33:54.201722",0.14
509,"2017-05-17 15:33:55.510673",0.18
510,"2017-05-17 15:33:56.819147",0.19
511,"2017-05-17 15:33:58.137086",0.13
512,"2017-05-17 15:33:59.452709",0.17
513,"2017-05-17 15:34:00.764881",0.16
514,"2017-05-17 15:34:02.077799",0.12
515,"2017-05-17 15:34:03.387399",0.16
516,"2017-05-17 15:34:04.706635",0.16
517,"2017-05-17 15:34:06.022668",0.17
518,"2017-05-17 15:34:07.338969",0.18
519,"2017-05-17 15:34:08.657314",0.15
520,"2017-05-17 15:34:09.969228",0.13
521,"2017-05-17 15:34:11.282782",0.17
522,"2017-05-17 15:34:12.596938",0.17
523,"2017-05-17 15:34:13.904247",0.19
524,"2017-05-17 15:34:15.223581",0.17
525,"2017-05-17 15:34:16.534095",0.17
526,"2017-05-17 15:34:17.847899",0.17
527,"2017-05-17 15:34:19.162455",0.18
528,"2017-05-17 15:34:20.473460",0.15
529,"2017-05-17 15:34:21.789822",0.16
530,"2017-05-17 15:34:23.093041",0.16
531,"2017-05-17 15:34:24.402971",0.16
532,"2017-05-17 15:34:25.716397",0.12
533,"2017-05-17 15:34:27.022937",0.17
534,"2017-05-17 15:34:28.337632",0.17
535,"2017-05-17 15:34:29.657560",0.18
536,"2017-05-17 15:34:30.971623",0.13
537,"2017-05-17 15:34:32.284122",0.16
538,"2017-05-17 15:34:33.601438",0.16
539,"2017-05-17 15:34:34.913841",0.17
540,"2017-05-17 15:34:36.224975",0.16
541,"2017-05-17 15:34:37.539909",0.12
542,"2017-05-17 15:34:38.854085",0.17
543,"2017-05-17 15:34:40.168384",0.18
544,"2017-05-17 15:34:41.484326",0.18
545,"2017-05-17 15:34:42.795037",0.18
546,"2017-05-17 15:34:44.105887",0.13
547,"2017-05-17 15:34:45.420651",0.18
548,"2017-05-17 15:34:46.738435",0.18
549,"2017-05-17 15:34:48.050593",0.18
550,"2017-05-17 15:34:49.359549",0.17
551,"2017-05-17 15:34:50.672065",0.15
552,"2017-05-17 15:34:51.978621",0.16
553,"2017-05-17 15:34:53.287549",0.12
554,"2017-05-17 15:34:54.590913",0.16
555,"2017-05-17 15:34:55.909217",0.17
556,"2017-05-17 15:34:57.225974",0.12
557,"2017-05-17 15:34:58.537251",0.16
558,"2017-05-17 15:34:59.846539",0.18
559,"2017-05-17 15:35:01.158258",0.16
560,"2017-05-17 15:35:02.473510",0.12
561,"2017-05-17 15:35:03.780041",0.16
562,"2017-05-17 15:35:05.094758",0.17
563,"2017-05-17 15:35:06.409870",0.16
564,"2017-05-17 15:35:07.716508",0.18
565,"2017-05-17 15:35:09.031300",0.15
566,"2017-05-17 15:35:10.343898",0.12
567,"2017-05-17 15:35:11.651236",0.12
568,"2017-05-17 15:35:12.966068",0.16
569,"2017-05-17 15:35:14.280429",0.13
570,"2017-05-17 15:35:15.589317",0.16
571,"2017-05-17 15:35:16.899703",0.17
572,"2017-05-17 15:35:18.217729",0.16
573,"2017-05-17 15:35:19.525805",0.18
574,"2017-05-17 15:35:20.843133",0.18
575,"2017-05-17 15:35:22.161114",0.16
576,"2017-05-17 15:35:23.481692",0.15
577,"2017-05-17 15:35:24.793495",0.17
578,"2017-05-17 15:35:26.104839",0.18
579,"2017-05-17 15:35:27.419251",0.12
580,"2017-05-17 15:35:28.729499",0.13
581,"2017-05-17 15:35:30.044974",0.13
582,"2017-05-17 15:35:31.359932",0.16
583,"2017-05-17 15:35:32.673577",0.19
584,"2017-05-17 15:35:33.992001",0.19
585,"2017-05-17 15:35:35.308375",0.17
586,"2017-05-17 15:35:36.619470",0.13
587,"2017-05-17 15:35:37.930265",0.18
588,"2017-05-17 15:35:39.243519",0.19
589,"2017-05-17 15:35:40.560323",0.12
590,"2017-05-17 15:35:41.870453",0.14
591,"2017-05-17 15:35:43.189763",0.18
592,"2017-05-17 15:35:44.494817",0.17
593,"2017-05-17 15:35:45.811475",0.18
594,"2017-05-17 15:35:47.125485",0.17
595,"2017-05-17 15:35:48.432873",0.17
596,"2017-05-17 15:35:49.743695",0.17
597,"2017-05-17 15:35:51.060426",0.13
598,"2017-05-17 15:35:52.377740",0.17
599,"2017-05-17 15:35:53.691173",0.16
600,"2017-05-17 15:35:55.007635",0.16
601,"2017-05-17 15:35:56.321637",0.17
602,"2017-05-17 15:35:57.633022",0.15
603,"2017-05-17 15:35:58.943874",0.16
604,"2017-05-17 15:36:00.253116",0.17
605,"2017-05-17 15:36:01.565517",0.17
606,"2017-05-17 15:36:02.880264",0.12
